"","survived","age","sex","class"
"673",1,1,1,3
"674",1,1,1,3
"675",1,1,1,3
"676",1,1,1,3
"677",1,1,1,3
"678",1,1,1,3
"679",1,1,1,3
"680",1,1,1,3
"681",1,1,1,3
"682",1,1,1,3
"683",1,1,1,3
"684",1,1,1,3
"685",1,1,1,3
"686",0,1,1,3
"687",0,1,1,3
"688",0,1,1,3
"689",0,1,1,3
"690",0,1,1,3
"691",0,1,1,3
"692",0,1,1,3
"693",0,1,1,3
"694",0,1,1,3
"695",0,1,1,3
"696",0,1,1,3
"697",0,1,1,3
"698",0,1,1,3
"699",0,1,1,3
"700",0,1,1,3
"701",0,1,1,3
"702",0,1,1,3
"703",0,1,1,3
"704",0,1,1,3
"705",0,1,1,3
"706",0,1,1,3
"707",0,1,1,3
"708",0,1,1,3
"709",0,1,1,3
"710",0,1,1,3
"711",0,1,1,3
"712",0,1,1,3
"713",0,1,1,3
"714",0,1,1,3
"715",0,1,1,3
"716",0,1,1,3
"717",0,1,1,3
"718",0,1,1,3
"719",0,1,1,3
"720",0,1,1,3
"721",0,1,1,3
"722",0,1,1,3
"723",0,1,1,3
"724",0,1,1,3
"725",0,1,1,3
"726",0,1,1,3
"727",0,1,1,3
"728",0,1,1,3
"729",0,1,1,3
"730",0,1,1,3
"731",0,1,1,3
"732",0,1,1,3
"733",0,1,1,3
"734",0,1,1,3
"735",0,1,1,3
"736",0,1,1,3
"737",0,1,1,3
"738",0,1,1,3
"739",0,1,1,3
"740",0,1,1,3
"741",0,1,1,3
"742",0,1,1,3
"743",0,1,1,3
"744",0,1,1,3
"745",0,1,1,3
"746",0,1,1,3
"747",0,1,1,3
"748",0,1,1,3
"749",0,1,1,3
"750",0,1,1,3
"751",0,1,1,3
"752",0,1,1,3
"753",0,1,1,3
"754",0,1,1,3
"755",0,1,1,3
"756",0,1,1,3
"757",0,1,1,3
"758",0,1,1,3
"759",0,1,1,3
"760",0,1,1,3
"761",0,1,1,3
"762",0,1,1,3
"763",0,1,1,3
"764",0,1,1,3
"765",0,1,1,3
"766",0,1,1,3
"767",0,1,1,3
"768",0,1,1,3
"769",0,1,1,3
"770",0,1,1,3
"771",0,1,1,3
"772",0,1,1,3
"773",0,1,1,3
"774",0,1,1,3
"775",0,1,1,3
"776",0,1,1,3
"777",0,1,1,3
"778",0,1,1,3
"779",0,1,1,3
"780",0,1,1,3
"781",0,1,1,3
"782",0,1,1,3
"783",0,1,1,3
"784",0,1,1,3
"785",0,1,1,3
"786",0,1,1,3
"787",0,1,1,3
"788",0,1,1,3
"789",0,1,1,3
"790",0,1,1,3
"791",0,1,1,3
"792",0,1,1,3
"793",0,1,1,3
"794",0,1,1,3
"795",0,1,1,3
"796",0,1,1,3
"797",0,1,1,3
"798",0,1,1,3
"799",0,1,1,3
"800",0,1,1,3
"801",0,1,1,3
"802",0,1,1,3
"803",0,1,1,3
"804",0,1,1,3
"805",0,1,1,3
"806",0,1,1,3
"807",0,1,1,3
"808",0,1,1,3
"809",0,1,1,3
"810",0,1,1,3
"811",0,1,1,3
"812",0,1,1,3
"813",0,1,1,3
"814",0,1,1,3
"815",0,1,1,3
"816",0,1,1,3
"817",0,1,1,3
"818",0,1,1,3
"819",0,1,1,3
"820",0,1,1,3
"821",0,1,1,3
"822",0,1,1,3
"823",0,1,1,3
"824",0,1,1,3
"825",0,1,1,3
"826",0,1,1,3
"827",0,1,1,3
"828",0,1,1,3
"829",0,1,1,3
"830",0,1,1,3
"831",0,1,1,3
"832",0,1,1,3
"833",0,1,1,3
"834",0,1,1,3
"835",0,1,1,3
"836",0,1,1,3
"837",0,1,1,3
"838",0,1,1,3
"839",0,1,1,3
"840",0,1,1,3
"841",0,1,1,3
"842",0,1,1,3
"843",0,1,1,3
"844",0,1,1,3
"845",0,1,1,3
"846",0,1,1,3
"847",0,1,1,3
"848",0,1,1,3
"849",0,1,1,3
"850",0,1,1,3
"851",0,1,1,3
"852",0,1,1,3
"853",0,1,1,3
"854",0,1,1,3
"855",0,1,1,3
"856",0,1,1,3
"857",0,1,1,3
"858",0,1,1,3
"859",0,1,1,3
"860",0,1,1,3
"861",0,1,1,3
"862",0,1,1,3
"863",0,1,1,3
"864",0,1,1,3
"865",0,1,1,3
"866",0,1,1,3
"867",0,1,1,3
"868",0,1,1,3
"869",0,1,1,3
"870",0,1,1,3
"871",0,1,1,3
"872",0,1,1,3
"873",0,1,1,3
"874",0,1,1,3
"875",0,1,1,3
"876",0,1,1,3
"877",0,1,1,3
"878",0,1,1,3
"879",0,1,1,3
"880",0,1,1,3
"881",0,1,1,3
"882",0,1,1,3
"883",0,1,1,3
"884",0,1,1,3
"885",0,1,1,3
"886",0,1,1,3
"887",0,1,1,3
"888",0,1,1,3
"889",0,1,1,3
"890",0,1,1,3
"891",0,1,1,3
"892",0,1,1,3
"893",0,1,1,3
"894",0,1,1,3
"895",0,1,1,3
"896",0,1,1,3
"897",0,1,1,3
"898",0,1,1,3
"899",0,1,1,3
"900",0,1,1,3
"901",0,1,1,3
"902",0,1,1,3
"903",0,1,1,3
"904",0,1,1,3
"905",0,1,1,3
"906",0,1,1,3
"907",0,1,1,3
"908",0,1,1,3
"909",0,1,1,3
"910",0,1,1,3
"911",0,1,1,3
"912",0,1,1,3
"913",0,1,1,3
"914",0,1,1,3
"915",0,1,1,3
"916",0,1,1,3
"917",0,1,1,3
"918",0,1,1,3
"919",0,1,1,3
"920",0,1,1,3
"921",0,1,1,3
"922",0,1,1,3
"923",0,1,1,3
"924",0,1,1,3
"925",0,1,1,3
"926",0,1,1,3
"927",0,1,1,3
"928",0,1,1,3
"929",0,1,1,3
"930",0,1,1,3
"931",0,1,1,3
"932",0,1,1,3
"933",0,1,1,3
"934",0,1,1,3
"935",0,1,1,3
"936",0,1,1,3
"937",0,1,1,3
"938",0,1,1,3
"939",0,1,1,3
"940",0,1,1,3
"941",0,1,1,3
"942",0,1,1,3
"943",0,1,1,3
"944",0,1,1,3
"945",0,1,1,3
"946",0,1,1,3
"947",0,1,1,3
"948",0,1,1,3
"949",0,1,1,3
"950",0,1,1,3
"951",0,1,1,3
"952",0,1,1,3
"953",0,1,1,3
"954",0,1,1,3
"955",0,1,1,3
"956",0,1,1,3
"957",0,1,1,3
"958",0,1,1,3
"959",0,1,1,3
"960",0,1,1,3
"961",0,1,1,3
"962",0,1,1,3
"963",0,1,1,3
"964",0,1,1,3
"965",0,1,1,3
"966",0,1,1,3
"967",0,1,1,3
"968",0,1,1,3
"969",0,1,1,3
"970",0,1,1,3
"971",0,1,1,3
"972",0,1,1,3
"973",0,1,1,3
"974",0,1,1,3
"975",0,1,1,3
"976",0,1,1,3
"977",0,1,1,3
"978",0,1,1,3
"979",0,1,1,3
"980",0,1,1,3
"981",0,1,1,3
"982",0,1,1,3
"983",0,1,1,3
"984",0,1,1,3
"985",0,1,1,3
"986",0,1,1,3
"987",0,1,1,3
"988",0,1,1,3
"989",0,1,1,3
"990",0,1,1,3
"991",0,1,1,3
"992",0,1,1,3
"993",0,1,1,3
"994",0,1,1,3
"995",0,1,1,3
"996",0,1,1,3
"997",0,1,1,3
"998",0,1,1,3
"999",0,1,1,3
"1000",0,1,1,3
"1001",0,1,1,3
"1002",0,1,1,3
"1003",0,1,1,3
"1004",0,1,1,3
"1005",0,1,1,3
"1006",0,1,1,3
"1007",0,1,1,3
"1008",0,1,1,3
"1009",0,1,1,3
"1010",0,1,1,3
"1011",0,1,1,3
"1012",0,1,1,3
"1013",0,1,1,3
"1014",0,1,1,3
"1015",0,1,1,3
"1016",0,1,1,3
"1017",0,1,1,3
"1018",0,1,1,3
"1019",0,1,1,3
"1020",0,1,1,3
"1021",0,1,1,3
"1022",0,1,1,3
"1023",0,1,1,3
"1024",0,1,1,3
"1025",0,1,1,3
"1026",0,1,1,3
"1027",0,1,1,3
"1028",0,1,1,3
"1029",0,1,1,3
"1030",0,1,1,3
"1031",0,1,1,3
"1032",0,1,1,3
"1033",0,1,1,3
"1034",0,1,1,3
"1035",0,1,1,3
"1036",0,1,1,3
"1037",0,1,1,3
"1038",0,1,1,3
"1039",0,1,1,3
"1040",0,1,1,3
"1041",0,1,1,3
"1042",0,1,1,3
"1043",0,1,1,3
"1044",0,1,1,3
"1045",0,1,1,3
"1046",0,1,1,3
"1047",0,1,1,3
"1048",0,1,1,3
"1049",0,1,1,3
"1050",0,1,1,3
"1051",0,1,1,3
"1052",0,1,1,3
"1053",0,1,1,3
"1054",0,1,1,3
"1055",0,1,1,3
"1056",0,1,1,3
"1057",0,1,1,3
"1058",0,1,1,3
"1059",0,1,1,3
"1060",0,1,1,3
"1061",0,1,1,3
"1062",0,1,1,3
"1063",0,1,1,3
"1064",0,1,1,3
"1065",0,1,1,3
"1066",0,1,1,3
"1067",0,1,1,3
"1068",0,1,1,3
"1069",0,1,1,3
"1070",0,1,1,3
"1071",0,1,1,3
"1072",0,1,1,3
"1073",1,1,0,3
"1074",1,1,0,3
"1075",1,1,0,3
"1076",1,1,0,3
"1077",1,1,0,3
"1078",1,1,0,3
"1079",1,1,0,3
"1080",1,1,0,3
"1081",1,1,0,3
"1082",1,1,0,3
"1083",1,1,0,3
"1084",1,1,0,3
"1085",1,1,0,3
"1086",1,1,0,3
"1087",1,1,0,3
"1088",1,1,0,3
"1089",1,1,0,3
"1090",1,1,0,3
"1091",1,1,0,3
"1092",1,1,0,3
"1093",1,1,0,3
"1094",1,1,0,3
"1095",1,1,0,3
"1096",1,1,0,3
"1097",1,1,0,3
"1098",1,1,0,3
"1099",1,1,0,3
"1100",1,1,0,3
"1101",1,1,0,3
"1102",1,1,0,3
"1103",1,1,0,3
"1104",1,1,0,3
"1105",1,1,0,3
"1106",1,1,0,3
"1107",1,1,0,3
"1108",1,1,0,3
"1109",1,1,0,3
"1110",1,1,0,3
"1111",1,1,0,3
"1112",1,1,0,3
"1113",1,1,0,3
"1114",1,1,0,3
"1115",1,1,0,3
"1116",1,1,0,3
"1117",1,1,0,3
"1118",1,1,0,3
"1119",1,1,0,3
"1120",1,1,0,3
"1121",1,1,0,3
"1122",1,1,0,3
"1123",1,1,0,3
"1124",1,1,0,3
"1125",1,1,0,3
"1126",1,1,0,3
"1127",1,1,0,3
"1128",1,1,0,3
"1129",1,1,0,3
"1130",1,1,0,3
"1131",1,1,0,3
"1132",1,1,0,3
"1133",1,1,0,3
"1134",1,1,0,3
"1135",1,1,0,3
"1136",1,1,0,3
"1137",1,1,0,3
"1138",1,1,0,3
"1139",1,1,0,3
"1140",1,1,0,3
"1141",1,1,0,3
"1142",1,1,0,3
"1143",1,1,0,3
"1144",1,1,0,3
"1145",1,1,0,3
"1146",1,1,0,3
"1147",1,1,0,3
"1148",1,1,0,3
"1149",0,1,0,3
"1150",0,1,0,3
"1151",0,1,0,3
"1152",0,1,0,3
"1153",0,1,0,3
"1154",0,1,0,3
"1155",0,1,0,3
"1156",0,1,0,3
"1157",0,1,0,3
"1158",0,1,0,3
"1159",0,1,0,3
"1160",0,1,0,3
"1161",0,1,0,3
"1162",0,1,0,3
"1163",0,1,0,3
"1164",0,1,0,3
"1165",0,1,0,3
"1166",0,1,0,3
"1167",0,1,0,3
"1168",0,1,0,3
"1169",0,1,0,3
"1170",0,1,0,3
"1171",0,1,0,3
"1172",0,1,0,3
"1173",0,1,0,3
"1174",0,1,0,3
"1175",0,1,0,3
"1176",0,1,0,3
"1177",0,1,0,3
"1178",0,1,0,3
"1179",0,1,0,3
"1180",0,1,0,3
"1181",0,1,0,3
"1182",0,1,0,3
"1183",0,1,0,3
"1184",0,1,0,3
"1185",0,1,0,3
"1186",0,1,0,3
"1187",0,1,0,3
"1188",0,1,0,3
"1189",0,1,0,3
"1190",0,1,0,3
"1191",0,1,0,3
"1192",0,1,0,3
"1193",0,1,0,3
"1194",0,1,0,3
"1195",0,1,0,3
"1196",0,1,0,3
"1197",0,1,0,3
"1198",0,1,0,3
"1199",0,1,0,3
"1200",0,1,0,3
"1201",0,1,0,3
"1202",0,1,0,3
"1203",0,1,0,3
"1204",0,1,0,3
"1205",0,1,0,3
"1206",0,1,0,3
"1207",0,1,0,3
"1208",0,1,0,3
"1209",0,1,0,3
"1210",0,1,0,3
"1211",0,1,0,3
"1212",0,1,0,3
"1213",0,1,0,3
"1214",0,1,0,3
"1215",0,1,0,3
"1216",0,1,0,3
"1217",0,1,0,3
"1218",0,1,0,3
"1219",0,1,0,3
"1220",0,1,0,3
"1221",0,1,0,3
"1222",0,1,0,3
"1223",0,1,0,3
"1224",0,1,0,3
"1225",0,1,0,3
"1226",0,1,0,3
"1227",0,1,0,3
"1228",0,1,0,3
"1229",0,1,0,3
"1230",0,1,0,3
"1231",0,1,0,3
"1232",0,1,0,3
"1233",0,1,0,3
"1234",0,1,0,3
"1235",0,1,0,3
"1236",0,1,0,3
"1237",0,1,0,3
"1238",1,0,1,3
"1239",1,0,1,3
"1240",1,0,1,3
"1241",1,0,1,3
"1242",1,0,1,3
"1243",1,0,1,3
"1244",1,0,1,3
"1245",1,0,1,3
"1246",1,0,1,3
"1247",1,0,1,3
"1248",1,0,1,3
"1249",1,0,1,3
"1250",1,0,1,3
"1251",0,0,1,3
"1252",0,0,1,3
"1253",0,0,1,3
"1254",0,0,1,3
"1255",0,0,1,3
"1256",0,0,1,3
"1257",0,0,1,3
"1258",0,0,1,3
"1259",0,0,1,3
"1260",0,0,1,3
"1261",0,0,1,3
"1262",0,0,1,3
"1263",0,0,1,3
"1264",0,0,1,3
"1265",0,0,1,3
"1266",0,0,1,3
"1267",0,0,1,3
"1268",0,0,1,3
"1269",0,0,1,3
"1270",0,0,1,3
"1271",0,0,1,3
"1272",0,0,1,3
"1273",0,0,1,3
"1274",0,0,1,3
"1275",0,0,1,3
"1276",0,0,1,3
"1277",0,0,1,3
"1278",0,0,1,3
"1279",0,0,1,3
"1280",0,0,1,3
"1281",0,0,1,3
"1282",0,0,1,3
"1283",0,0,1,3
"1284",0,0,1,3
"1285",0,0,1,3
"1286",1,0,0,3
"1287",1,0,0,3
"1288",1,0,0,3
"1289",1,0,0,3
"1290",1,0,0,3
"1291",1,0,0,3
"1292",1,0,0,3
"1293",1,0,0,3
"1294",1,0,0,3
"1295",1,0,0,3
"1296",1,0,0,3
"1297",1,0,0,3
"1298",1,0,0,3
"1299",1,0,0,3
"1300",0,0,0,3
"1301",0,0,0,3
"1302",0,0,0,3
"1303",0,0,0,3
"1304",0,0,0,3
"1305",0,0,0,3
"1306",0,0,0,3
"1307",0,0,0,3
"1308",0,0,0,3
"1309",0,0,0,3
"1310",0,0,0,3
"1311",0,0,0,3
"1312",0,0,0,3
"1313",0,0,0,3
"1314",0,0,0,3
"1315",0,0,0,3
"1316",0,0,0,3
