time,sunspot.month
1749,58
1749.083333,62.6
1749.166667,70
1749.25,55.7
1749.333333,85
1749.416667,83.5
1749.5,94.8
1749.583333,66.3
1749.666667,75.9
1749.75,75.5
1749.833333,158.6
1749.916667,85.2
1750,73.3
1750.083333,75.9
1750.166667,89.2
1750.25,88.3
1750.333333,90
1750.416667,100
1750.5,85.4
1750.583333,103
1750.666667,91.2
1750.75,65.7
1750.833333,63.3
1750.916667,75.4
1751,70
1751.083333,43.5
1751.166667,45.3
1751.25,56.4
1751.333333,60.7
1751.416667,50.7
1751.5,66.3
1751.583333,59.8
1751.666667,23.5
1751.75,23.2
1751.833333,28.5
1751.916667,44
1752,35
1752.083333,50
1752.166667,71
1752.25,59.3
1752.333333,59.7
1752.416667,39.6
1752.5,78.4
1752.583333,29.3
1752.666667,27.1
1752.75,46.6
1752.833333,37.6
1752.916667,40
1753,44
1753.083333,32
1753.166667,45.7
1753.25,38
1753.333333,36
1753.416667,31.7
1753.5,22
1753.583333,39
1753.666667,28
1753.75,25
1753.833333,20
1753.916667,6.7
1754,0
1754.083333,3
1754.166667,1.7
1754.25,13.7
1754.333333,20.7
1754.416667,26.7
1754.5,18.8
1754.583333,12.3
1754.666667,8.2
1754.75,24.1
1754.833333,13.2
1754.916667,4.2
1755,10.2
1755.083333,11.2
1755.166667,6.8
1755.25,6.5
1755.333333,0
1755.416667,0
1755.5,8.6
1755.583333,3.2
1755.666667,17.8
1755.75,23.7
1755.833333,6.8
1755.916667,20
1756,12.5
1756.083333,7.1
1756.166667,5.4
1756.25,9.4
1756.333333,12.5
1756.416667,12.9
1756.5,3.6
1756.583333,6.4
1756.666667,11.8
1756.75,14.3
1756.833333,17
1756.916667,9.4
1757,14.1
1757.083333,21.2
1757.166667,26.2
1757.25,30
1757.333333,38.1
1757.416667,12.8
1757.5,25
1757.583333,51.3
1757.666667,39.7
1757.75,32.5
1757.833333,64.7
1757.916667,33.5
1758,37.6
1758.083333,52
1758.166667,49
1758.25,72.3
1758.333333,46.4
1758.416667,45
1758.5,44
1758.583333,38.7
1758.666667,62.5
1758.75,37.7
1758.833333,43
1758.916667,43
1759,48.3
1759.083333,44
1759.166667,46.8
1759.25,47
1759.333333,49
1759.416667,50
1759.5,51
1759.583333,71.3
1759.666667,77.2
1759.75,59.7
1759.833333,46.3
1759.916667,57
1760,67.3
1760.083333,59.5
1760.166667,74.7
1760.25,58.3
1760.333333,72
1760.416667,48.3
1760.5,66
1760.583333,75.6
1760.666667,61.3
1760.75,50.6
1760.833333,59.7
1760.916667,61
1761,70
1761.083333,91
1761.166667,80.7
1761.25,71.7
1761.333333,107.2
1761.416667,99.3
1761.5,94.1
1761.583333,91.1
1761.666667,100.7
1761.75,88.7
1761.833333,89.7
1761.916667,46
1762,43.8
1762.083333,72.8
1762.166667,45.7
1762.25,60.2
1762.333333,39.9
1762.416667,77.1
1762.5,33.8
1762.583333,67.7
1762.666667,68.5
1762.75,69.3
1762.833333,77.8
1762.916667,77.2
1763,56.5
1763.083333,31.9
1763.166667,34.2
1763.25,32.9
1763.333333,32.7
1763.416667,35.8
1763.5,54.2
1763.583333,26.5
1763.666667,68.1
1763.75,46.3
1763.833333,60.9
1763.916667,61.4
1764,59.7
1764.083333,59.7
1764.166667,40.2
1764.25,34.4
1764.333333,44.3
1764.416667,30
1764.5,30
1764.583333,30
1764.666667,28.2
1764.75,28
1764.833333,26
1764.916667,25.7
1765,24
1765.083333,26
1765.166667,25
1765.25,22
1765.333333,20.2
1765.416667,20
1765.5,27
1765.583333,29.7
1765.666667,16
1765.75,14
1765.833333,14
1765.916667,13
1766,12
1766.083333,11
1766.166667,36.6
1766.25,6
1766.333333,26.8
1766.416667,3
1766.5,3.3
1766.583333,4
1766.666667,4.3
1766.75,5
1766.833333,5.7
1766.916667,19.2
1767,27.4
1767.083333,30
1767.166667,43
1767.25,32.9
1767.333333,29.8
1767.416667,33.3
1767.5,21.9
1767.583333,40.8
1767.666667,42.7
1767.75,44.1
1767.833333,54.7
1767.916667,53.3
1768,53.5
1768.083333,66.1
1768.166667,46.3
1768.25,42.7
1768.333333,77.7
1768.416667,77.4
1768.5,52.6
1768.583333,66.8
1768.666667,74.8
1768.75,77.8
1768.833333,90.6
1768.916667,111.8
1769,73.9
1769.083333,64.2
1769.166667,64.3
1769.25,96.7
1769.333333,73.6
1769.416667,94.4
1769.5,118.6
1769.583333,120.3
1769.666667,148.8
1769.75,158.2
1769.833333,148.1
1769.916667,112
1770,104
1770.083333,142.5
1770.166667,80.1
1770.25,51
1770.333333,70.1
1770.416667,83.3
1770.5,109.8
1770.583333,126.3
1770.666667,104.4
1770.75,103.6
1770.833333,132.2
1770.916667,102.3
1771,36
1771.083333,46.2
1771.166667,46.7
1771.25,64.9
1771.333333,152.7
1771.416667,119.5
1771.5,67.7
1771.583333,58.5
1771.666667,101.4
1771.75,90
1771.833333,99.7
1771.916667,95.7
1772,100.9
1772.083333,90.8
1772.166667,31.1
1772.25,92.2
1772.333333,38
1772.416667,57
1772.5,77.3
1772.583333,56.2
1772.666667,50.5
1772.75,78.6
1772.833333,61.3
1772.916667,64
1773,54.6
1773.083333,29
1773.166667,51.2
1773.25,32.9
1773.333333,41.1
1773.416667,28.4
1773.5,27.7
1773.583333,12.7
1773.666667,29.3
1773.75,26.3
1773.833333,40.9
1773.916667,43.2
1774,46.8
1774.083333,65.4
1774.166667,55.7
1774.25,43.8
1774.333333,51.3
1774.416667,28.5
1774.5,17.5
1774.583333,6.6
1774.666667,7.9
1774.75,14
1774.833333,17.7
1774.916667,12.2
1775,4.4
1775.083333,0
1775.166667,11.6
1775.25,11.2
1775.333333,3.9
1775.416667,12.3
1775.5,1
1775.583333,7.9
1775.666667,3.2
1775.75,5.6
1775.833333,15.1
1775.916667,7.9
1776,21.7
1776.083333,11.6
1776.166667,6.3
1776.25,21.8
1776.333333,11.2
1776.416667,19
1776.5,1
1776.583333,24.2
1776.666667,16
1776.75,30
1776.833333,35
1776.916667,40
1777,45
1777.083333,36.5
1777.166667,39
1777.25,95.5
1777.333333,80.3
1777.416667,80.7
1777.5,95
1777.583333,112
1777.666667,116.2
1777.75,106.5
1777.833333,146
1777.916667,157.3
1778,177.3
1778.083333,109.3
1778.166667,134
1778.25,145
1778.333333,238.9
1778.416667,171.6
1778.5,153
1778.583333,140
1778.666667,171.7
1778.75,156.3
1778.833333,150.3
1778.916667,105
1779,114.7
1779.083333,165.7
1779.166667,118
1779.25,145
1779.333333,140
1779.416667,113.7
1779.5,143
1779.583333,112
1779.666667,111
1779.75,124
1779.833333,114
1779.916667,110
1780,70
1780.083333,98
1780.166667,98
1780.25,95
1780.333333,107.2
1780.416667,88
1780.5,86
1780.583333,86
1780.666667,93.7
1780.75,77
1780.833333,60
1780.916667,58.7
1781,98.7
1781.083333,74.7
1781.166667,53
1781.25,68.3
1781.333333,104.7
1781.416667,97.7
1781.5,73.5
1781.583333,66
1781.666667,51
1781.75,27.3
1781.833333,67
1781.916667,35.2
1782,54
1782.083333,37.5
1782.166667,37
1782.25,41
1782.333333,54.3
1782.416667,38
1782.5,37
1782.583333,44
1782.666667,34
1782.75,23.2
1782.833333,31.5
1782.916667,30
1783,28
1783.083333,38.7
1783.166667,26.7
1783.25,28.3
1783.333333,23
1783.416667,25.2
1783.5,32.2
1783.583333,20
1783.666667,18
1783.75,8
1783.833333,15
1783.916667,10.5
1784,13
1784.083333,8
1784.166667,11
1784.25,10
1784.333333,6
1784.416667,9
1784.5,6
1784.583333,10
1784.666667,10
1784.75,8
1784.833333,17
1784.916667,14
1785,6.5
1785.083333,8
1785.166667,9
1785.25,15.7
1785.333333,20.7
1785.416667,26.3
1785.5,36.3
1785.583333,20
1785.666667,32
1785.75,47.2
1785.833333,40.2
1785.916667,27.3
1786,37.2
1786.083333,47.6
1786.166667,47.7
1786.25,85.4
1786.333333,92.3
1786.416667,59
1786.5,83
1786.583333,89.7
1786.666667,111.5
1786.75,112.3
1786.833333,116
1786.916667,112.7
1787,134.7
1787.083333,106
1787.166667,87.4
1787.25,127.2
1787.333333,134.8
1787.416667,99.2
1787.5,128
1787.583333,137.2
1787.666667,157.3
1787.75,157
1787.833333,141.5
1787.916667,174
1788,138
1788.083333,129.2
1788.166667,143.3
1788.25,108.5
1788.333333,113
1788.416667,154.2
1788.5,141.5
1788.583333,136
1788.666667,141
1788.75,142
1788.833333,94.7
1788.916667,129.5
1789,114
1789.083333,125.3
1789.166667,120
1789.25,123.3
1789.333333,123.5
1789.416667,120
1789.5,117
1789.583333,103
1789.666667,112
1789.75,89.7
1789.833333,134
1789.916667,135.5
1790,103
1790.083333,127.5
1790.166667,96.3
1790.25,94
1790.333333,93
1790.416667,91
1790.5,69.3
1790.583333,87
1790.666667,77.3
1790.75,84.3
1790.833333,82
1790.916667,74
1791,72.7
1791.083333,62
1791.166667,74
1791.25,77.2
1791.333333,73.7
1791.416667,64.2
1791.5,71
1791.583333,43
1791.666667,66.5
1791.75,61.7
1791.833333,67
1791.916667,66
1792,58
1792.083333,64
1792.166667,63
1792.25,75.7
1792.333333,62
1792.416667,61
1792.5,45.8
1792.583333,60
1792.666667,59
1792.75,59
1792.833333,57
1792.916667,56
1793,56
1793.083333,55
1793.166667,55.5
1793.25,53
1793.333333,52.3
1793.416667,51
1793.5,50
1793.583333,29.3
1793.666667,24
1793.75,47
1793.833333,44
1793.916667,45.7
1794,45
1794.083333,44
1794.166667,38
1794.25,28.4
1794.333333,55.7
1794.416667,41.5
1794.5,41
1794.583333,40
1794.666667,11.1
1794.75,28.5
1794.833333,67.4
1794.916667,51.4
1795,21.4
1795.083333,39.9
1795.166667,12.6
1795.25,18.6
1795.333333,31
1795.416667,17.1
1795.5,12.9
1795.583333,25.7
1795.666667,13.5
1795.75,19.5
1795.833333,25
1795.916667,18
1796,22
1796.083333,23.8
1796.166667,15.7
1796.25,31.7
1796.333333,21
1796.416667,6.7
1796.5,26.9
1796.583333,1.5
1796.666667,18.4
1796.75,11
1796.833333,8.4
1796.916667,5.1
1797,14.4
1797.083333,4.2
1797.166667,4
1797.25,4
1797.333333,7.3
1797.416667,11.1
1797.5,4.3
1797.583333,6
1797.666667,5.7
1797.75,6.9
1797.833333,5.8
1797.916667,3
1798,2
1798.083333,4
1798.166667,12.4
1798.25,1.1
1798.333333,0
1798.416667,0
1798.5,0
1798.583333,3
1798.666667,2.4
1798.75,1.5
1798.833333,12.5
1798.916667,9.9
1799,1.6
1799.083333,12.6
1799.166667,21.7
1799.25,8.4
1799.333333,8.2
1799.416667,10.6
1799.5,2.1
1799.583333,0
1799.666667,0
1799.75,4.6
1799.833333,2.7
1799.916667,8.6
1800,6.9
1800.083333,9.3
1800.166667,13.9
1800.25,0
1800.333333,5
1800.416667,23.7
1800.5,21
1800.583333,19.5
1800.666667,11.5
1800.75,12.3
1800.833333,10.5
1800.916667,40.1
1801,27
1801.083333,29
1801.166667,30
1801.25,31
1801.333333,32
1801.416667,31.2
1801.5,35
1801.583333,38.7
1801.666667,33.5
1801.75,32.6
1801.833333,39.8
1801.916667,48.2
1802,47.8
1802.083333,47
1802.166667,40.8
1802.25,42
1802.333333,44
1802.416667,46
1802.5,48
1802.583333,50
1802.666667,51.8
1802.75,38.5
1802.833333,34.5
1802.916667,50
1803,50
1803.083333,50.8
1803.166667,29.5
1803.25,25
1803.333333,44.3
1803.416667,36
1803.5,48.3
1803.583333,34.1
1803.666667,45.3
1803.75,54.3
1803.833333,51
1803.916667,48
1804,45.3
1804.083333,48.3
1804.166667,48
1804.25,50.6
1804.333333,33.4
1804.416667,34.8
1804.5,29.8
1804.583333,43.1
1804.666667,53
1804.75,62.3
1804.833333,61
1804.916667,60
1805,61
1805.083333,44.1
1805.166667,51.4
1805.25,37.5
1805.333333,39
1805.416667,40.5
1805.5,37.6
1805.583333,42.7
1805.666667,44.4
1805.75,29.4
1805.833333,41
1805.916667,38.3
1806,39
1806.083333,29.6
1806.166667,32.7
1806.25,27.7
1806.333333,26.4
1806.416667,25.6
1806.5,30
1806.583333,26.3
1806.666667,24
1806.75,27
1806.833333,25
1806.916667,24
1807,12
1807.083333,12.2
1807.166667,9.6
1807.25,23.8
1807.333333,10
1807.416667,12
1807.5,12.7
1807.583333,12
1807.666667,5.7
1807.75,8
1807.833333,2.6
1807.916667,0
1808,0
1808.083333,4.5
1808.166667,0
1808.25,12.3
1808.333333,13.5
1808.416667,13.5
1808.5,6.7
1808.583333,8
1808.666667,11.7
1808.75,4.7
1808.833333,10.5
1808.916667,12.3
1809,7.2
1809.083333,9.2
1809.166667,0.9
1809.25,2.5
1809.333333,2
1809.416667,7.7
1809.5,0.3
1809.583333,0.2
1809.666667,0.4
1809.75,0
1809.833333,0
1809.916667,0
1810,0
1810.083333,0
1810.166667,0
1810.25,0
1810.333333,0
1810.416667,0
1810.5,0
1810.583333,0
1810.666667,0
1810.75,0
1810.833333,0
1810.916667,0
1811,0
1811.083333,0
1811.166667,0
1811.25,0
1811.333333,0
1811.416667,0
1811.5,6.6
1811.583333,0
1811.666667,2.4
1811.75,6.1
1811.833333,0.8
1811.916667,1.1
1812,11.3
1812.083333,1.9
1812.166667,0.7
1812.25,0
1812.333333,1
1812.416667,1.3
1812.5,0.5
1812.583333,15.6
1812.666667,5.2
1812.75,3.9
1812.833333,7.9
1812.916667,10.1
1813,0
1813.083333,10.3
1813.166667,1.9
1813.25,16.6
1813.333333,5.5
1813.416667,11.2
1813.5,18.3
1813.583333,8.4
1813.666667,15.3
1813.75,27.8
1813.833333,16.7
1813.916667,14.3
1814,22.2
1814.083333,12
1814.166667,5.7
1814.25,23.8
1814.333333,5.8
1814.416667,14.9
1814.5,18.5
1814.583333,2.3
1814.666667,8.1
1814.75,19.3
1814.833333,14.5
1814.916667,20.1
1815,19.2
1815.083333,32.2
1815.166667,26.2
1815.25,31.6
1815.333333,9.8
1815.416667,55.9
1815.5,35.5
1815.583333,47.2
1815.666667,31.5
1815.75,33.5
1815.833333,37.2
1815.916667,65
1816,26.3
1816.083333,68.8
1816.166667,73.7
1816.25,58.8
1816.333333,44.3
1816.416667,43.6
1816.5,38.8
1816.583333,23.2
1816.666667,47.8
1816.75,56.4
1816.833333,38.1
1816.916667,29.9
1817,36.4
1817.083333,57.9
1817.166667,96.2
1817.25,26.4
1817.333333,21.2
1817.416667,40
1817.5,50
1817.583333,45
1817.666667,36.7
1817.75,25.6
1817.833333,28.9
1817.916667,28.4
1818,34.9
1818.083333,22.4
1818.166667,25.4
1818.25,34.5
1818.333333,53.1
1818.416667,36.4
1818.5,28
1818.583333,31.5
1818.666667,26.1
1818.75,31.6
1818.833333,10.9
1818.916667,25.8
1819,32.8
1819.083333,20.7
1819.166667,3.7
1819.25,20.2
1819.333333,19.6
1819.416667,35
1819.5,31.4
1819.583333,26.1
1819.666667,14.9
1819.75,27.5
1819.833333,25.1
1819.916667,30.6
1820,19.2
1820.083333,26.6
1820.166667,4.5
1820.25,19.4
1820.333333,29.3
1820.416667,10.8
1820.5,20.6
1820.583333,25.9
1820.666667,5.2
1820.75,8.9
1820.833333,7.9
1820.916667,9.1
1821,21.5
1821.083333,4.2
1821.166667,5.7
1821.25,9.2
1821.333333,1.7
1821.416667,1.8
1821.5,2.5
1821.583333,4.8
1821.666667,4.4
1821.75,18.8
1821.833333,4.4
1821.916667,0.2
1822,0
1822.083333,0.9
1822.166667,16.1
1822.25,13.5
1822.333333,1.5
1822.416667,5.6
1822.5,7.9
1822.583333,2.1
1822.666667,0
1822.75,0.4
1822.833333,0
1822.916667,0
1823,0
1823.083333,0
1823.166667,0.6
1823.25,0
1823.333333,0
1823.416667,0
1823.5,0.5
1823.583333,0
1823.666667,0
1823.75,0
1823.833333,0
1823.916667,20.4
1824,21.7
1824.083333,10.8
1824.166667,0
1824.25,19.4
1824.333333,2.8
1824.416667,0
1824.5,0
1824.583333,1.4
1824.666667,20.5
1824.75,25.2
1824.833333,0
1824.916667,0.8
1825,5
1825.083333,15.5
1825.166667,22.4
1825.25,3.8
1825.333333,15.5
1825.416667,15.4
1825.5,30.9
1825.583333,25.7
1825.666667,15.7
1825.75,15.6
1825.833333,11.7
1825.916667,22
1826,17.7
1826.083333,18.2
1826.166667,36.7
1826.25,24
1826.333333,32.4
1826.416667,37.1
1826.5,52.5
1826.583333,39.6
1826.666667,18.9
1826.75,50.6
1826.833333,39.5
1826.916667,68.1
1827,34.6
1827.083333,47.4
1827.166667,57.8
1827.25,46
1827.333333,56.3
1827.416667,56.7
1827.5,42.3
1827.583333,53.7
1827.666667,49.6
1827.75,56.1
1827.833333,48.2
1827.916667,46.1
1828,52.8
1828.083333,64.4
1828.166667,65
1828.25,61.1
1828.333333,89.1
1828.416667,98
1828.5,54.2
1828.583333,76.4
1828.666667,50.4
1828.75,54.7
1828.833333,57
1828.916667,46.9
1829,43
1829.083333,49.4
1829.166667,72.3
1829.25,95
1829.333333,67.4
1829.416667,73.9
1829.5,90.8
1829.583333,77.6
1829.666667,52.8
1829.75,57.2
1829.833333,67.6
1829.916667,56.5
1830,52.2
1830.083333,72.1
1830.166667,84.6
1830.25,106.3
1830.333333,66.3
1830.416667,65.1
1830.5,43.9
1830.583333,50.7
1830.666667,62.1
1830.75,84.4
1830.833333,81.2
1830.916667,82.1
1831,47.5
1831.083333,50.1
1831.166667,93.4
1831.25,54.5
1831.333333,38.1
1831.416667,33.4
1831.5,45.2
1831.583333,55
1831.666667,37.9
1831.75,46.3
1831.833333,43.5
1831.916667,28.9
1832,30.9
1832.083333,55.6
1832.166667,55.1
1832.25,26.9
1832.333333,41.3
1832.416667,26.7
1832.5,14
1832.583333,8.9
1832.666667,8.2
1832.75,21.1
1832.833333,14.3
1832.916667,27.5
1833,11.3
1833.083333,14.9
1833.166667,11.8
1833.25,2.8
1833.333333,12.9
1833.416667,1
1833.5,7
1833.583333,5.7
1833.666667,11.6
1833.75,7.5
1833.833333,5.9
1833.916667,9.9
1834,4.9
1834.083333,18.1
1834.166667,3.9
1834.25,1.4
1834.333333,8.8
1834.416667,7.8
1834.5,8.7
1834.583333,4
1834.666667,11.5
1834.75,24.8
1834.833333,30.5
1834.916667,34.5
1835,7.5
1835.083333,24.5
1835.166667,19.7
1835.25,61.5
1835.333333,43.6
1835.416667,33.2
1835.5,59.8
1835.583333,59
1835.666667,100.8
1835.75,95.2
1835.833333,100
1835.916667,77.5
1836,88.6
1836.083333,107.6
1836.166667,98.2
1836.25,142.9
1836.333333,111.4
1836.416667,124.7
1836.5,116.7
1836.583333,107.8
1836.666667,95.1
1836.75,137.4
1836.833333,120.9
1836.916667,206.2
1837,188
1837.083333,175.6
1837.166667,134.6
1837.25,138.2
1837.333333,111.7
1837.416667,158
1837.5,162.8
1837.583333,134
1837.666667,96.3
1837.75,123.7
1837.833333,107
1837.916667,129.8
1838,144.9
1838.083333,84.8
1838.166667,140.8
1838.25,126.6
1838.333333,137.6
1838.416667,94.5
1838.5,108.2
1838.583333,78.8
1838.666667,73.6
1838.75,90.8
1838.833333,77.4
1838.916667,79.8
